Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;10.09.2016;18:30;210181;Kitzingen TGK Ballspielhalle;20160032;Pokal F;Pokal F R2 T1;HC Erlangen;TS Herzogenaurach;="16:21";="0:0";Langner Daniel;TV/DJK Hammelburg;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sat.;10.09.2016;18:30;270124;Germering, Unterpfaffenhofen Realschule ;20160062;Pokal F;Pokal F R2 T11;SC U`hfn/Germering;TSV Haunstetten;="15:42";="0:0";Karaca Hakan;PSV München;Lamberty Julian;PSV München;;;;
Sat.;10.09.2016;18:30;230001;Ansbach, Beckenweiherhalle;20160035;Pokal F;Pokal F R2 T2;HG Ansbach;SG DJK Rimpar;="14:25";="0:0";Gröner Marko;TSV 2000 Rothenburg;;;;;;
Sat.;10.09.2016;18:30;270060;Dietmannsried, Dreifachsporthalle;20160053;Pokal F;Pokal F R2 T8;Dietmannsried/Altusried;TSV Schleißheim;="39:24";="0:0";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;10.09.2016;18:30;260061;Dachau, Georg-Scherer-Halle;20160055;Pokal F;Pokal F R2 T9;ASV Dachau III;TV Gundelfingen;="14:23";="7:11";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sat.;10.09.2016;18:30;260069;Dachau, Sporthalle Augustenfeld;20160071;Pokal M;Pokal M R2 T10;TSV Allach 09;TSV Meitingen;="50:42";="0:0";Haas Yannik;HSG Dietmannsried/ Altusried;Wilken Sebastian;HSG Dietmannsried/ Altusried;;;;
Sat.;10.09.2016;18:30;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20160047;Pokal M;Pokal M R2 T2;HaSpo Bayreuth;TSV Lohr;="24:34";="11:15";Drummer Thomas;TV 61 Erlangen-Bruck;Herpolsheimer Christian;TV 61 Erlangen-Bruck;;;;
Sat.;10.09.2016;18:30;270320;Peißenberg, Glückauf-Halle ;20160062;Pokal M;Pokal M R2 T7;TSV Peißenberg;SG Kaufbeuren/Neugablonz;="22:37";="0:0";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sun.;11.09.2016;12:00;280320;Prien, Ludwig-Thoma-Halle;20160058;Pokal F;Pokal F R2 T10;TSV Ismaning;TuS Prien;="27:32";="11:14";Löw Andreas;TSV Grafing;Wörndl Anton;TSV Grafing;;;;
Sun.;11.09.2016;12:00;220141;Hirschaid, Regnitz-Arena;20160042;Pokal F;Pokal F R2 T5;SG Kunstadt-Weidhausen;TG 1862 Höchberg;="12:21";="7:11";Sachse Reinhard;HG Maintal;Weis Jörg;HG Maintal;;;;
Sun.;11.09.2016;12:00;270320;Peißenberg, Glückauf-Halle ;20160045;Pokal F;Pokal F R2 T6;SC Weßling;ASV Dachau;="15:39";="8:21";Esser Sebastian;TSV Weilheim;König Matthias;HSG Würm-Mitte;;;;
Sun.;11.09.2016;12:00;260061;Dachau, Georg-Scherer-Halle;20160048;Pokal F;Pokal F R2 T7;ASV Dachau II;TV Waltenhofen;="24:21";="12:9";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sun.;11.09.2016;12:00;280340;Riem, Sporthalle Astrid Lindgren Str. 13 / Eingang über Hausnr. 7-9;20160072;Pokal M;Pokal M R2 T11;TSV Unterhaching;FC Bayern München;="25:27";="0:0";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sun.;11.09.2016;12:00;240148;Hannberg, Seebachgrundhalle;20160048;Pokal M;Pokal M R2 T3;HSG Erlangen/Niederlindach;HC Sulzb.Rosenb.;="32:28";="0:0";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Sun.;11.09.2016;12:00;240145;Herzogenaurach, Sporthalle Gymnasium;20160051;Pokal M;Pokal M R2 T4;HSG Lauf/Heroldsberg;TS Herzogenaurach;="32:15";="0:0";Haderlein Stefan;ESV Flügelrad Nürnberg;Haderlein Tanja;ESV Flügelrad Nürnberg;;;;
Sun.;11.09.2016;12:00;270124;Germering, Unterpfaffenhofen Realschule ;20160066;Pokal M;Pokal M R2 T9;TV Immenstadt;TSV Schleißheim;="25:30";="0:0";Balogh Marino;FC Bayern München e.V.;Nerl Florian;FC Bayern München e.V.;;;;
Sun.;11.09.2016;14:00;280320;Prien, Ludwig-Thoma-Halle;20160057;Pokal F;Pokal F R2 T10;HSG Würm-Mitte;TSV Wertingen;="31:23";="15:11";Berger Günter;TSV Allach 09 ;Weidinger Mark;TuS Fürstenfeldbruck;;;;
Sun.;11.09.2016;14:00;220141;Hirschaid, Regnitz-Arena;20160043;Pokal F;Pokal F R2 T5;TV Hallstadt;SG Kunstadt-Weidhausen;="26:16";="16:6";Kleinhenz Sabrina;SG SV Garitz/DJK Nüdlingen;Wenzke Lisa;SG SV Garitz/DJK Nüdlingen;;;;
Sun.;11.09.2016;14:00;270320;Peißenberg, Glückauf-Halle ;20160046;Pokal F;Pokal F R2 T6;TSV Peißenberg;SG Neuaubing/Dachau 65;="26:32";="10:14";Förster Ingo;TSV Mindelheim;Pankler Andrei;TSV Unterhaching;;;;
Sun.;11.09.2016;14:00;240148;Hannberg, Seebachgrundhalle;20160049;Pokal M;Pokal M R2 T3;ATSV Kelheim e.V;HSG Rödental/Neustadt;="22:38";="0:0";Balzer Wolfgang;TV Gefrees;Schreiner Heiko;TV Gefrees;;;;
Sun.;11.09.2016;14:00;240145;Herzogenaurach, Sporthalle Gymnasium;20160052;Pokal M;Pokal M R2 T4;TV Coburg-Neuses;DJK Waldbüttelbr;="11:44";="0:0";Fass Dominik;TSV Altenfurt;Güßregen Florian;TSV Altenfurt;;;;
Sun.;11.09.2016;14:00;270124;Germering, Unterpfaffenhofen Realschule ;20160067;Pokal M;Pokal M R2 T9;SC U`hfn/Germering;TSV Simbach;="40:27";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sun.;11.09.2016;14:15;260061;Dachau, Georg-Scherer-Halle;20160049;Pokal F;Pokal F R2 T7;TV Waltenhofen;HCD Gröbenzell;="28:36";="14:21";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sun.;11.09.2016;14:15;280340;Riem, Sporthalle Astrid Lindgren Str. 13 / Eingang über Hausnr. 7-9;20160073;Pokal M;Pokal M R2 T11;TSV Unterhaching;Dietmannsried/Altusried;="23:21";="0:0";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sun.;11.09.2016;16:29;280340;Riem, Sporthalle Astrid Lindgren Str. 13 / Eingang über Hausnr. 7-9;20160074;Pokal M;Pokal M R2 T11;FC Bayern München;Dietmannsried/Altusried;="28:27";="0:0";Karaca Hakan;PSV München;Lamberty Julian;PSV München;;;;
Sun.;11.09.2016;16:30;280320;Prien, Ludwig-Thoma-Halle;20180059;Pokal F;Pokal F R2 T10;TuS Prien;HSG Würm-Mitte;="15:39";="11:16";Berger Günter;TSV Allach 09 ;Weidinger Mark;TuS Fürstenfeldbruck;;;;
Sun.;11.09.2016;16:30;220141;Hirschaid, Regnitz-Arena;20160044;Pokal F;Pokal F R2 T5;TG 1862 Höchberg;TV Hallstadt;="26:16";="14:10";Kleinhenz Sabrina;SG SV Garitz/DJK Nüdlingen;Wenzke Lisa;SG SV Garitz/DJK Nüdlingen;;;;
Sun.;11.09.2016;16:30;270320;Peißenberg, Glückauf-Halle ;20160047;Pokal F;Pokal F R2 T6;ASV Dachau;SG Neuaubing/Dachau 65;="32:17";="16:10";Förster Ingo;TSV Mindelheim;Pankler Andrei;TSV Unterhaching;;;;
Sun.;11.09.2016;16:30;260061;Dachau, Georg-Scherer-Halle;20160050;Pokal F;Pokal F R2 T7;HCD Gröbenzell;ASV Dachau II;="26:16";="11:7";Börkey Günther;TSV Herrsching;Holzner Rudolf;TSV Großhadern;;;;
Sun.;11.09.2016;16:30;240148;Hannberg, Seebachgrundhalle;20160050;Pokal M;Pokal M R2 T3;HSG Erlangen/Niederlindach;HSG Rödental/Neustadt;="22:38";="0:0";Balzer Wolfgang;TV Gefrees;Schreiner Heiko;TV Gefrees;;;;
Sun.;11.09.2016;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;20160053;Pokal M;Pokal M R2 T4;HSG Lauf/Heroldsberg;DJK Waldbüttelbr;="27:37";="0:0";Haderlein Stefan;ESV Flügelrad Nürnberg;Haderlein Tanja;ESV Flügelrad Nürnberg;;;;
Sun.;11.09.2016;16:30;270124;Germering, Unterpfaffenhofen Realschule ;20160068;Pokal M;Pokal M R2 T9;TSV Schleißheim;SC U`hfn/Germering;="24:40";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Wed.;14.09.2016;19:30;220221;Marktredwitz, Städt. Sporthalle;20160040;Pokal F;Pokal F R2 T4;HSG Fichtelgebirge;Nabburg/Schwarzenfeld;="30:22";="0:0";Balzer Wolfgang;TV Gefrees;Schreiner Heiko;TV Gefrees;;;;
Sat.;17.09.2016;11:00;210060;Dettelbach Maintalhalle;20057001;ÜBOL WB;ÜBOL Staffel NW;SG Dett./Biberg;HSG Pleichach;="15:19";="6:9";Förster Marcel;TSV Rödelsee;;;;;;
Sat.;17.09.2016;12:30;220221;Marktredwitz, Städt. Sporthalle;20052201;ÜBOL WA;ÜBOL Staffel N;HSG Fichtelgebirge;TS Coburg;="5:40";="1:22";Bayer Andreas;TS Schwarzenbach;;;;;;
Sat.;17.09.2016;12:30;240265;Neutraubling, Sporthalle Gymnasium;20042101;ÜBOL MC;ÜBOL Staffel NO;TSV Neutraubling;ESV 27 Regensbg.;="17:18";="0:0";Kutzer Michael;SG DJK SB/SC Regensburg;;;;;;
Sat.;17.09.2016;12:30;270306;Ottobeuren, Schulzentrum ;20052401;ÜBOL WA;ÜBOL Staffel W;TSV Ottobeuren;TV Lauingen;="20:13";="11:4";Fiener Hans;TSV Mindelheim;;;;;;
Sat.;17.09.2016;12:30;250101;Friedberg, Sporthalle des TSV Friedberg;20032201;ÜBOL MA;ÜBOL Staffel W;TSV Friedberg;VSC Donauwörth;="35:18";="16:9";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;17.09.2016;12:45;210060;Dettelbach Maintalhalle;20052001;ÜBOL WA;ÜBOL Staffel NW;SG Dett./Biberg;HSG Volkach;="8:11";="4:4";Brunner Gerlitta;HSG Mainfranken;;;;;;
Sat.;17.09.2016;12:45;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20062401;ÜBOL WC;ÜBOL Staffel S;TSV Simbach;VfR Garching;="18:12";="11:8";Weber Andre;HSG Freising-Neufahrn;;;;;;
Sat.;17.09.2016;13:00;220220;Marktleugast, Dreifachsporthalle;20043201;ÜBL MC;ÜBL Staffel N 2;TV Marktleugast;HSG Fichtelgebirge;="13:27";="6:17";Aust Gottfried;TV Helmbrechts;;;;;;
Sat.;17.09.2016;13:00;210022;Bad Neustadt Bgm.-Goebels-Halle;20032001;ÜBOL MA;ÜBOL Staffel NW;HSC Bad Neustadt;MHV Schweinf.09;="11:17";="6:8";Münch Markus;DJK Waldbüttelbrunn;Öhrlein Simon;DJK Waldbüttelbrunn;;;;
Sat.;17.09.2016;13:00;280246;München, Sporthalle FC Bayern;20042401;ÜBOL MC;ÜBOL Staffel S;FC Bayern München;SG SHV/UHC Salzburg;="16:22";="8:13";Külzer Daniel;FC Bayern München e.V.;;;;;;
Sat.;17.09.2016;13:00;280253;München, Sporthalle MTV79 Werdenfelsstr.;20042402;ÜBOL MC;ÜBOL Staffel S;MTV 79 München;ESV Rosenheim;="15:28";="3:15";Stepputat Niclas;TuS Prien;;;;;;
Sat.;17.09.2016;13:30;280000;Ainring, Sporthalle Mitterfelden;20044101;ÜBL MC;ÜBL Staffel S 2;ESV Freilassing;VfL Waldkraiburg;="26:26";="13:13";Vodermair Thomas;TuS Prien;;;;;;
Sat.;17.09.2016;14:00;230263;Nürnberg, 1. FCN-Halle;20060001;BY WC;Bayernliga;1.FCN Handball;ESV 27 Regensbg.;="18:22";="0:0";Murrmann Florian;TSV Altenfurt;Murrmann Maximilian;TSV Altenfurt;;;;
Sat.;17.09.2016;14:00;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20060002;BY WC;Bayernliga;TSV Schleißheim;SV-DJK Taufkirchen;="24:27";="0:0";Deuring Simon;MTSV Schwabing;Kupfer Stefan;HSG Freising-Neufahrn;;;;
Sat.;17.09.2016;14:00;250008;Haunstetten, Sporthalle  TSV;20056201;LL WB;Landesliga Staffel Süd;TSV Haunstetten;PSV München;="32:15";="17:7";Barnickel Lucas;TSV Schwabmünchen;Hübenthal Frank;TSV Schwabmünchen;;;;
Sat.;17.09.2016;14:00;270129;Gräfelfing, Kurt-Huber-Gymnasium;20036201;LL MB;Landesliga Staffel Süd;HSG Würm-Mitte;TSV Niederraunau;="30:29";="11:15";Langnickel Manuel;TSV Peißenberg;Rinke Mark;TSV Peißenberg;;;;
Sat.;17.09.2016;14:00;270130;Gröbenzell, Wildmoos 1;20061202;LL WC;Landesliga Staffel Süd;HCD Gröbenzell;TSV Herrsching;="25:15";="10:10";Dingler Stefan;SC Unterpfaffenhofen/Germering;;;;;;
Sat.;17.09.2016;14:00;250180;Kissing, Paartal-Halle;20061201;LL WC;Landesliga Staffel Süd;JSG Friedberg-Kissing;TSV Haunstetten;="14:21";="9:13";Krabler Roland;TSV Bäumenheim;Müller Bernhard;TSV Bäumenheim;;;;
Sat.;17.09.2016;14:00;280160;Ismaning, Schulsporthalle;20051201;LL WA;Landesliga Staffel Süd-Ost;TSV Ismaning II;ASV Dachau;="28:24";="22:18";Bohm Karsten;SV München Laim;Hauft Holger;SG Süd/Blumenau;;;;
Sat.;17.09.2016;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20062101;ÜBOL WC;ÜBOL Staffel NO;HV Oberviechtach;SG Rohr/Pavelsbach;="22:25";="11:11";Pinkl Maximilian;TB 03 Roding;;;;;;
Sat.;17.09.2016;14:00;220140; Helmbrechts Sporthalle Helmbrechts;20032101;ÜBOL MA;ÜBOL Staffel NO;TV Helmbrechts;HC Weiden;="40:27";="17:11";Jäger Armin;TS Schwarzenbach;Schimik Dieter;TS Schwarzenbach;;;;
Sat.;17.09.2016;14:00;280400;Taufkirchen, Sporthalle Köglweg;20037501;ÜBOL MB;ÜBOL Staffel S;SV-DJK Taufkirchen;SG SHV/UHC Salzburg;="32:36";="11:18";Bräuer Thomas;TSV Neubiberg;;;;;;
Sat.;17.09.2016;14:00;280420;Unterhaching, Hachinga-Halle;20062402;ÜBOL WC;ÜBOL Staffel S;TSV Unterhaching;HSG Isar-Mitte;="21:13";="10:10";Filz Alexander;TSV Ismaning;;;;;;
Sat.;17.09.2016;14:00;250220;Meitingen, Sporthalle;20062201;ÜBOL WC;ÜBOL Staffel W;TSV Meitingen;TSV Aichach;="18:14";="11:10";Bromberger Angela;SV Mering;Graf Katharina;SV Mering;;;;
Sat.;17.09.2016;14:00;270222;Memmingen, Berufsbildungszentrum Halle 1 ;20037201;ÜBOL MB;ÜBOL Staffel W;TV Memmingen;SG Kaufbeuren/Neugablonz;="22:34";="10:15";Schultens Johannes;TSV Ottobeuren;;;;;;
Sat.;17.09.2016;14:15;280224;München, Sporthalle Eversbuschstr.;20056202;LL WB;Landesliga Staffel Süd;TSV Allach 09;SV-DJK Taufkirchen;="15:19";="8:14";Lemke Philipp;HSG München West;;;;;;
Sat.;17.09.2016;14:15;270306;Ottobeuren, Schulzentrum ;20037202;ÜBOL MB;ÜBOL Staffel W;TSV Ottobeuren;TSV Mindelheim;="25:20";="12:9";Haas Yannik;HSG Dietmannsried/ Altusried;;;;;;
Sat.;17.09.2016;14:30;250101;Friedberg, Sporthalle des TSV Friedberg;20040001;BY MC;Bayernliga;TSV Friedberg;TSV Unterhaching;="0:1";="0:0";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sat.;17.09.2016;14:30;220221;Marktredwitz, Städt. Sporthalle;20020001;BY F;Bayernliga;HSG Fichtelgebirge;ASV Dachau;="25:25";="13:15";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Sat.;17.09.2016;14:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20031001;LL MA;Landesliga Staffel Nord;JSG Amberg/Sulzbach;HSG Isar-Mitte;="38:25";="18:13";Amode Manfred;HSG Nabburg-Schwarzenfeld;Schrempel Oliver;HSG Nabburg-Schwarzenfeld;;;;
Sat.;17.09.2016;14:30;280253;München, Sporthalle MTV79 Werdenfelsstr.;20057301;ÜBOL WB;ÜBOL Staffel W;MTV 79 München;JSG Friedberg-Kissing;="20:19";="16:10";Gürsel Linay;SV Anzing;;;;;;
Sat.;17.09.2016;14:45;280150;Heufeld, Schulsporthalle;20042403;ÜBOL MC;ÜBOL Staffel S;SV Bruckmühl;SG Süd/Blumenau;="19:20";="0:0";;spielfrei;Poznic Dusko;FC Bayern München e.V.;;;;
Sat.;17.09.2016;15:00;240180;Kelheim, städtische Sporthalle;20052101;ÜBOL WA;ÜBOL Staffel NO;ATSV Kelheim e.V;SV Obertraubling;="13:16";="8:10";Zaglauer Simone;SG DJK SB/SC Regensburg;;;;;;
Sat.;17.09.2016;15:00;210022;Bad Neustadt Bgm.-Goebels-Halle;20042001;ÜBOL MC;ÜBOL Staffel NW;HSC Bad Neustadt;MHV Schweinf.09;="16:23";="8:8";Adrio Stefan;TV Großlangheim;;;;;;
Sat.;17.09.2016;15:00;210020;Bad Brückenau Dreifachsporthalle Römershag;20052002;ÜBOL WA;ÜBOL Staffel NW;FC Bad Brückenau;HSV Thüngersheim;="12:24";="5:10";Weinhardt Michael;MHV Schweinfurt 09 e.V.;;;;;;
Sat.;17.09.2016;15:00;280000;Ainring, Sporthalle Mitterfelden;20062403;ÜBOL WC;ÜBOL Staffel S;ESV Freilassing;TSV Brannenburg;="32:7";="15:2";Vodermair Thomas;TuS Prien;;;;;;
Sat.;17.09.2016;15:00;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20042404;ÜBOL MC;ÜBOL Staffel S;TV Bad Tölz;TSV München-Ost;="28:25";="0:0";König Dominik;TSV Taufkirchen/Vils;;;;;;
Sat.;17.09.2016;15:00;260080;Eching, Dreifachturnhalle;20037302;ÜBOL MB;ÜBOL Staffel SO;SC Eching;SpVgg Altenerding;="19:30";="11:13";Bangert Eugen;SG Moosburg e.V.;;;;;;
Sat.;17.09.2016;15:15;240201;Lauf, Halle im Sportpark Haberloh;20037001;ÜBOL MB;ÜBOL Staffel NW;TV 77 Lauf;HC Erlangen II;="30:27";="9:11";Guzik Werner;HSG Nabburg-Schwarzenfeld;Prasse Herbert;HG SGS/TV Amberg;;;;
Sat.;17.09.2016;15:30;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20040002;BY MC;Bayernliga;TSV Schleißheim;TSV Rothenburg;="29:44";="0:0";Deuring Simon;MTSV Schwabing;Kupfer Stefan;HSG Freising-Neufahrn;;;;
Sat.;17.09.2016;15:30;280010;Anzing, Sportzentrum;20040004;BY MC;Bayernliga;SV Anzing;TSV Allach 09;="17:23";="0:0";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Sat.;17.09.2016;15:30;220041;Coburg, BGS Halle;20040003;BY MC;Bayernliga;HSC 2000 Coburg;SG DJK Rimpar;="20:19";="0:0";Groß Valentin;TV Münchberg;Weiß Nicolas;TV Münchberg;;;;
Sat.;17.09.2016;15:30;240102;Forchheim, Sporthalle Realschule;20021002;LLF;Landesliga Staffel N;HC Forchheim;HSG Pleichach;="13:20";="8:7";Brucker Jonas;HC Weiden;Fembacher Philipp;ATSV 1871 Kelheim e.V.;;;;
Sat.;17.09.2016;15:30;230268;Nürnberg, Herriedenerhalle;20037002;ÜBOL MB;ÜBOL Staffel NW;JHG Adler Nürnberg;TV Marktsteft;="22:24";="11:11";Längst Gunther;Post SV Nürnberg;Längst Niklas;Post SV Nürnberg;;;;
Sat.;17.09.2016;15:30;280420;Unterhaching, Hachinga-Halle;20057501;ÜBOL WB;ÜBOL Staffel S;TSV Unterhaching;SpVgg Altenerding;="17:12";="9:7";Filz Alexander;TSV Ismaning;;;;;;
Sat.;17.09.2016;15:30;270129;Gräfelfing, Kurt-Huber-Gymnasium;20032401;ÜBOL MA;ÜBOL Staffel SW;HSG Würm-Mitte;TV Waltenhofen;="24:19";="9:10";Langnickel Manuel;TSV Peißenberg;Rinke Mark;TSV Peißenberg;;;;
Sat.;17.09.2016;15:30;250440;Vöhringen, Sportpark ;20037203;ÜBOL MB;ÜBOL Staffel W;SC Vöhringen;TSV Landsberg;="22:11";="13:4";Rülke Julia;FC Burlafingen;;;;;;
Sat.;17.09.2016;15:45;220021;Bayreuth, Sporthalle Ost;20056001;LL WB;Landesliga Staffel Nord;HaSpo Bayreuth;JSG Fürther Land;="21:25";="10:12";Zeller Günter;ASV Pegnitz;;;;;;
Sat.;17.09.2016;15:45;270306;Ottobeuren, Schulzentrum ;20042201;ÜBOL MC;ÜBOL Staffel W;TSV Ottobeuren;BHC Königsbr.09;="29:21";="0:0";Walter Herbert;TV Memmingen;;;;;;
Sat.;17.09.2016;15:45;250008;Haunstetten, Sporthalle  TSV;20042202;ÜBOL MC;ÜBOL Staffel W;TSV Haunstetten;TV Waltenhofen;="26:23";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sat.;17.09.2016;16:00;230263;Nürnberg, 1. FCN-Halle;20055001;BY WB;Bayernliga;1.FCN Handball;VfL Günzburg;="14:18";="0:0";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sat.;17.09.2016;16:00;270130;Gröbenzell, Wildmoos 1;20050001;BY WA;Bayernliga;HCD Gröbenzell;MTV Stadeln ;="25:30";="0:0";Finsterwalder Rene;TSV Schongau;Konstantin Markus;TSV Schongau;;;;
Sat.;17.09.2016;16:00;220140; Helmbrechts Sporthalle Helmbrechts;20056002;LL WB;Landesliga Staffel Nord;TV Helmbrechts;DJK Waldbüttelbr;="15:11";="7:5";Jäger Armin;TS Schwarzenbach;;;;;;
Sat.;17.09.2016;16:00;210181;Kitzingen TGK Ballspielhalle;20036001;LL MB;Landesliga Staffel Nord;TV Großlangheim;TSV EBE Forst United;="24:27";="0:0";Götz Marco;TV Gerolzhofen;Kütt Julian;SG DJK Rimpar;;;;
Sat.;17.09.2016;16:00;240140;Hemau, Tangrintel-Halle;20036002;LL MB;Landesliga Staffel Nord;HG Hemau/Beratzhausen;HaSpo Bayreuth;="23:28";="0:0";Nafz Manfred;SG Regensburg;Span Bernhard;SG Regensburg;;;;
Sat.;17.09.2016;16:00;280320;Prien, Ludwig-Thoma-Halle;20061203;LL WC;Landesliga Staffel Süd;TuS Prien;TSV Weilheim;="23:15";="13:11";Schweimer Georg;TSV Schliersee;;;;;;
Sat.;17.09.2016;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20057201;ÜBOL WB;ÜBOL Staffel NO;HV Oberviechtach;HC Sulzb.Rosenb.;="17:16";="10:7";Bayerlein Uli;ASV 1863 Cham;;;;;;
Sat.;17.09.2016;16:00;210260;Nüdlingen Schlossberghalle;20052004;ÜBOL WA;ÜBOL Staffel NW;DJK Nüdlingen;TSV Mellrichstadt;="14:12";="5:6";Feulner Christoph;HSC Bad Neustadt;;;;;;
Sat.;17.09.2016;16:00;230080;Ellingen, Sporthalle;20037003;ÜBOL MB;ÜBOL Staffel NW;TSV Weißenburg;TSV Lohr;="20:20";="11:8";Holzammer Sebastian;SpVgg Mögeldorf 2000;;;;;;
Sat.;17.09.2016;16:00;210182;Kitzingen Sickergrundhalle;20052003;ÜBOL WA;ÜBOL Staffel NW;HSG Mainfranken;TSV Partenstein;="21:13";="14:6";Hörlin Ruth;SV Michelfeld;;;;;;
Sat.;17.09.2016;16:00;280342;Riem, Sporthalle Astrid Lindgren Str. 3;20037502;ÜBOL MB;ÜBOL Staffel S;TSV Trudering;TSV Milbertshofen;="22:20";="8:12";Fehrenbach Andreas;SV-DJK Taufkirchen;;;;;;
Sat.;17.09.2016;16:15;280224;München, Sporthalle Eversbuschstr.;20060003;BY WC;Bayernliga;TSV Allach 09;HSG Würm-Mitte;="23:20";="0:0";Kurpanik Michael;TSV München-Ost;;;;;;
Sat.;17.09.2016;16:15;250101;Friedberg, Sporthalle des TSV Friedberg;20035001;BY MB;Bayernliga;TSV Friedberg;HC Erlangen;="20:26";="0:0";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sat.;17.09.2016;16:15;210223;Marktsteft Mehrzweckhalle;20041002;LL MC;Landesliga Staffel Nord;TV Marktsteft;TSV Rödelsee;="27:31";="14:16";Frosch Johannes;HSG Mainfranken;;;;;;
Sat.;17.09.2016;16:15;280150;Heufeld, Schulsporthalle;20052701;ÜBOL WA;ÜBOL Staffel S;SV Bruckmühl;TuS Raubling;="18:24";="10:15";Poznic Dusko;FC Bayern München e.V.;;;;;;
Sat.;17.09.2016;16:15;280253;München, Sporthalle MTV79 Werdenfelsstr.;20037503;ÜBOL MB;ÜBOL Staffel S;MTV 79 München;TSV Unterhaching;="18:33";="7:17";Sikman Goran;FC Bayern München e.V.;;;;;;
Sat.;17.09.2016;16:20;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20052501;ÜBOL WA;ÜBOL Staffel SW;TV Bad Tölz;TSV Gilching;="23:15";="12:6";König Dominik;TSV Taufkirchen/Vils;;;;;;
Sat.;17.09.2016;16:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20021003;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;ESV 27 Regensbg. II;="27:15";="14:6";Kauth Markus;SC Unterpfaffenhofen/Germering;Kolb Andre;HSG Gröbenzell-Olching;;;;
Sat.;17.09.2016;16:30;220221;Marktredwitz, Städt. Sporthalle;20011001;LLM;Landesliga Staffel N;HSG Fichtelgebirge;TV Roßtal;="27:31";="15:14";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Sat.;17.09.2016;16:30;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20022001;LLF;Landesliga Staffel S;TSV Simbach;TSV Grafing;="42:21";="20:9";Karaca Hakan;PSV München;Lamberty Julian;PSV München;;;;
Sat.;17.09.2016;16:30;270301;Oberammergau, Bundeswehr;20037401;ÜBOL MB;ÜBOL Staffel SW;SSV Ettal;TSV Murnau;="31:27";="15:11";Leichtenberger Benjamin;TSV Weilheim;;;;;;
Sat.;17.09.2016;16:30;270184;Kempten, Sporthalle an der Westendstrasse;20042203;ÜBOL MC;ÜBOL Staffel W;SG Kempten-Kottern;Dietmannsried/Altusried;="33:18";="0:0";Baldauf Hermann;TV Waltenhofen;;;;;;
Sat.;17.09.2016;16:30;250001;Aichach, Grundschule Aichach-Nord;20032202;ÜBOL MA;ÜBOL Staffel W;TSV Aichach;BHC Königsbr.09;="36:25";="15:13";Schanze Nils;TSV Wertingen;;;;;;
